document_id,variant_id,file_name,document_type,extraction_method,ocr_confidence,structured_confidence,confidence_label,validation_status,processing_time_seconds,vendor_name,vendor_address,vendor_email,vendor_phone,customer_name,customer_address,invoice_number,invoice_date,due_date,currency,purchase_order,subtotal,tax_rate,tax_amount,discount,shipping,total_amount,payment_terms,merchant_name,merchant_address,merchant_phone,receipt_number,transaction_date,transaction_time,payment_method,last_four_digits,cashier
INV-0026,INV-0026-image_png,inv-0026_jpeg_compression.png,invoice,ocr,0.9864594767070108,0.9283,High,Review,0.0092,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,,,NS-2025-10025,2025-03-18,2025-04-17,USD,,282.76,,21.21,,,303.97,,,,,,,,,,
INV-0028,INV-0028-image_png,inv-0028_mild_shadow.png,invoice,ocr,0.9845652242639025,0.9415,High,Review,0.0083,Blue Finch Supplies,"409Harbor Lane,Fairhaven,ME04032",,,James Hernandez Date:2025-01-12,"00593 Laura Plaza Suite 939, Lake Carolyn Due:2025-01-26",NS-2025-10027,2025-01-12,2025-01-26,USD,,78.23,,6.45,,,84.68,,,,,,,,,,
INV-0029,INV-0029-image_png,inv-0029_slight_rotation.png,invoice,ocr,0.990446648185549,0.9516,High,Passed,0.0093,Copper & Pine Studio,"11QuartzStreet,Bellmere,AZ85004",,,"Kathleen Floyd 10637 Christopher Divide,Hayestown Due:2025-08-28",QTY PRICEAMOUNT,NS-2025-10028,2025-07-14,2025-08-28,USD,,,,12.82,,,183.71,,,,,,,,,,
INV-0030,INV-0030-image_png,inv-0030_light_noise.png,invoice,ocr,0.9924859586292367,0.9438,High,Review,0.0096,MapleCircuit Goods,"260GroveAvenue,Westvale,NY10018",,,JosephPeterson Date:2025-04-09,"288ChelseaCrest,Morrisfurt Due:2025-04-23",NS-2025-10029,2025-04-09,2025-04-23,USD,,248.38,,12.42,,,260.8,,,,,,,,,,
INV-0032,INV-0032-image_png,inv-0032_lower_contrast.png,invoice,ocr,0.9923978145567368,0.9438,High,Review,0.0099,Juniper Office Works,"72 Cedar Walk,Lumen City,CO 80014",,,JacobTrevino Date:2025-06-13,"04897Rachel Groves,SouthRichardborough Due:2025-06-27",NS-2025-10031,2025-06-13,2025-06-27,USD,,164.25,,0.0,,,164.25,,,,,,,,,,
INV-0033,INV-0033-image_png,inv-0033_jpeg_compression.png,invoice,ocr,0.9874246724126189,0.9286,High,Review,0.0088,Blue Finch Supplies,"409HarborLane,Fairhaven,ME04032",,,,,NS-2025-10032,2025-10-28,2025-11-11,USD,,420.65,,0.0,,,420.65,,,,,,,,,,
INV-0034,INV-0034-image_png,inv-0034_mild_blur.png,invoice,ocr,0.9909135045856581,0.9534,High,Passed,0.0093,Copper &PineStudio,"11QuartzStreet,Bellmere,AZ85004",,,JenniferGreen Date:2025-04-25,"51535MoniqueVistaSuite263,PortJennifer Due:2025-05-25",NS-2025-10033,2025-04-25,2025-05-25,USD,,359.97,,18.0,,,377.97,,,,,,,,,,
INV-0035,INV-0035-image_png,inv-0035_mild_shadow.png,invoice,ocr,0.9796193757309045,0.94,High,Review,0.0098,MapleCircuitGoods,"260GroveAvenue,Westvale,NY10018",,,Laurie Thomas Date:2025-05-03,"00619 Timothy Springs Suite765, Jimmyberg Due:2025-06-02",NS-2025-10034,2025-05-03,2025-06-02,USD,,186.69,,15.4,,,202.09,,,,,,,,,,
INV-0036,INV-0036-image_png,inv-0036_slight_rotation.png,invoice,ocr,0.9927634607518513,0.9523,High,Passed,0.0099,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,"Keith Campos 97144JuanRoad,LakeCoreymouth Due:2025-12-16",QTY PRICE AMOUNT,NS-2025-10035,2025-11-01,2025-12-16,USD,,,,27.43,,,393.18,,,,,,,,,,
INV-0039,INV-0039-image_png,inv-0039_lower_contrast.png,invoice,ocr,0.9835431261267704,0.9412,High,Review,0.0103,Copper & Pine Studio,"11QuartzStreet,Bellmere,AZ85004",,,CassandraPetty Date:2025-01-27,"3378MichaelParkwayApt.500,NewErica Due:2025-02-10",NS-2025-10038,2025-01-27,2025-02-10,USD,,267.65,,22.08,,,289.73,,,,,,,,,,
RCT-0001,RCT-0001-image_jpg,rct-0001_lower_contrast.jpg,receipt,ocr,0.9904799955875788,0.9163,High,Review,0.0097,,,,,,,,,,USD,,36.5,,2.74,,,39.24,,Morning OakMarket,"15OrchardWay,Brookfield,VT05036",,RC-2501-5000,2025-01-05,,,,
RCT-0003,RCT-0003-image_jpg,rct-0003_mild_blur.jpg,receipt,ocr,0.9904362899098471,0.9163,High,Review,0.009,,,,,,,,,,USD,,115.6,,9.54,,,125.14,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2511-5002,2025-11-16,,,,
RCT-0005,RCT-0005-image_jpg,rct-0005_slight_rotation.jpg,receipt,ocr,0.9944046129612416,0.9274,High,Passed,0.0093,,,,,,,,,,USD,,174.19,,13.06,,,187.25,,Morning Oak Market,"15 Orchard Way,Brookfield,VT 05036",,RC-2505-5004,2025-05-17,,,,
RCT-0007,RCT-0007-image_jpg,rct-0007_perspective.jpg,receipt,ocr,0.9894417475577618,0.926,High,Passed,0.0499,,,,,,,,,,USD,,107.98,,5.4,,,113.38,,Harbor Basket,"203TideStreet,acliff,CA94016",,RC-2507-5006,2025-07-21,,,,
RCT-0008,RCT-0008-image_jpg,rct-0008_lower_contrast.jpg,receipt,ocr,0.9921501420770028,0.9168,High,Review,0.01,,,,,,,,,,USD,,55.61,,2.78,,,58.39,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2503-5007,2025-03-17,,,,
RCT-0009,RCT-0009-image_jpg,rct-0009_jpeg_compression.jpg,receipt,ocr,0.9918420812579359,0.9267,High,Passed,0.0095,,,,,,,,,,USD,,194.73,,14.6,,,209.33,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2510-5008,2025-10-16,,,,
RCT-0011,RCT-0011-image_jpg,rct-0011_mild_shadow.jpg,receipt,ocr,0.9596599505988226,0.8694,High,Review,0.0085,,,,,,,,,,USD,,50.18,,,,,53.94,,HarborBasket,203.TideStreet.SeacliffCA 94016,,RC-2503-5010,2025-03-31,,,,
RCT-0012,RCT-0012-image_jpg,rct-0012_slight_rotation.jpg,receipt,ocr,0.990406493520343,0.9262,High,Passed,0.0096,,,,,,,,,,USD,,82.2,,4.11,,,86.31,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2505-5011,2025-05-22,,,,
RCT-0013,RCT-0013-image_jpg,rct-0013_light_noise.jpg,receipt,ocr,0.9946316233523501,0.9175,High,Review,0.0087,,,,,,,,,,USD,,59.28,,0.0,,,59.28,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2509-5012,2025-09-13,,,,
RCT-0015,RCT-0015-image_jpg,rct-0015_lower_contrast.jpg,receipt,ocr,0.9902578940430674,0.9162,High,Review,0.01,,,,,,,,,,USD,,53.72,,0.0,,,53.72,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2507-5014,2025-07-09,,,,
RCT-0016,RCT-0016-image_jpg,rct-0016_jpeg_compression.jpg,receipt,ocr,0.9921430269271466,0.8808,High,Review,0.0089,,,,,,,,,,USD,,160.6,,0.0,,,160.6,,CobaltCornerShop,"39PrismAvenue,Eastmere,IL60607",,RC-2501-5015,2025-01-30,,,,
RCT-0017,RCT-0017-image_jpg,rct-0017_mild_blur.jpg,receipt,ocr,0.9891399873950336,0.9259,High,Passed,0.0086,,,,,,,,,,USD,,87.22,,0.0,,,87.22,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2507-5016,2025-07-03,,,,
RCT-0018,RCT-0018-image_jpg,rct-0018_mild_shadow.jpg,receipt,ocr,0.9791327924526669,0.8752,High,Review,0.009,,,,,,,,,,USD,,89.41,,,,,93.88,,Little Lantern Cafe,"88 Crescent Road, Pinecross, WA 98104",,RC-2503-5017,2025-03-31,,,,
RCT-0019,RCT-0019-image_jpg,rct-0019_slight_rotation.jpg,receipt,ocr,0.9943451245788769,0.9274,High,Passed,0.0081,,,,,,,,,,USD,,111.58,,8.37,,,119.95,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2505-5018,2025-05-21,,,,
RCT-0020,RCT-0020-image_jpg,rct-0020_light_noise.jpg,receipt,ocr,0.9946682940017505,0.9175,High,Review,0.0086,,,,,,,,,,USD,,36.55,,2.74,,,39.29,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2501-5019,2025-01-09,,,,
RCT-0023,RCT-0023-image_jpg,rct-0023_jpeg_compression.jpg,receipt,ocr,0.9817433603232163,0.9236,High,Passed,0.0087,,,,,,,,,,USD,,163.49,,13.49,,,176.98,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2508-5022,2025-08-06,,,,
RCT-0024,RCT-0024-image_jpg,rct-0024_mild_blur.jpg,receipt,ocr,0.9924245697816056,0.9269,High,Passed,0.0091,,,,,,,,,,USD,,102.27,,8.44,,,110.71,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2510-5023,2025-10-16,,,,
RCT-0026,RCT-0026-image_jpg,rct-0026_slight_rotation.jpg,receipt,ocr,0.9942352977386087,0.9274,High,Passed,0.0095,,,,,,,,,,USD,,47.88,,2.39,,,50.27,,Little Lantern Cafe,"88CrescentRoad,Pinecross,WA98104",,RC-2511-5025,2025-11-16,,,,
RCT-0027,RCT-0027-image_jpg,rct-0027_light_noise.jpg,receipt,ocr,0.9954935004205989,0.9278,High,Passed,0.0093,,,,,,,,,,USD,,102.55,,8.46,,,111.01,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2509-5026,2025-09-03,,,,
RCT-0029,RCT-0029-image_jpg,rct-0029_lower_contrast.jpg,receipt,ocr,0.988739481281152,0.9241,High,Passed,0.0087,,,,,,,,,,USD,,90.85,,,,,95.39,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2508-5028,2025-08-13,,,,
RCT-0001,RCT-0001-digital_pdf,rct-0001_digital.pdf,receipt,embedded_text,,0.9041,High,Review,0.0091,,,,,,,,,,USD,,36.5,,2.74,,,39.24,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2501-5000,2025-01-05,,,,
RCT-0003,RCT-0003-digital_pdf,rct-0003_digital.pdf,receipt,embedded_text,,0.9041,High,Review,0.0109,,,,,,,,,,USD,,115.6,,9.54,,,125.14,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2511-5002,2025-11-16,,,,
RCT-0005,RCT-0005-digital_pdf,rct-0005_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0098,,,,,,,,,,USD,,174.19,,13.06,,,187.25,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2505-5004,2025-05-17,,,,
RCT-0007,RCT-0007-digital_pdf,rct-0007_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0105,,,,,,,,,,USD,,107.98,,5.4,,,113.38,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2507-5006,2025-07-21,,,,
RCT-0008,RCT-0008-digital_pdf,rct-0008_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0103,,,,,,,,,,USD,,55.61,,2.78,,,58.39,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2503-5007,2025-03-17,,,,
RCT-0009,RCT-0009-digital_pdf,rct-0009_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0096,,,,,,,,,,USD,,194.73,,14.6,,,209.33,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2510-5008,2025-10-16,,,,
RCT-0011,RCT-0011-digital_pdf,rct-0011_digital.pdf,receipt,embedded_text,,0.8681,High,Review,0.0097,,,,,,,,,,USD,,50.18,,3.76,,,53.94,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2503-5010,2025-03-31,,,,
RCT-0012,RCT-0012-digital_pdf,rct-0012_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0095,,,,,,,,,,USD,,82.2,,4.11,,,86.31,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2505-5011,2025-05-22,,,,
RCT-0013,RCT-0013-digital_pdf,rct-0013_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0149,,,,,,,,,,USD,,59.28,,0.0,,,59.28,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2509-5012,2025-09-13,,,,
RCT-0015,RCT-0015-digital_pdf,rct-0015_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0135,,,,,,,,,,USD,,53.72,,0.0,,,53.72,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2507-5014,2025-07-09,,,,
RCT-0016,RCT-0016-digital_pdf,rct-0016_digital.pdf,receipt,embedded_text,,0.8681,High,Review,0.0113,,,,,,,,,,USD,,160.6,,0.0,,,160.6,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2501-5015,2025-01-30,,,,
RCT-0017,RCT-0017-digital_pdf,rct-0017_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0099,,,,,,,,,,USD,,87.22,,0.0,,,87.22,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2507-5016,2025-07-03,,,,
RCT-0018,RCT-0018-digital_pdf,rct-0018_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0124,,,,,,,,,,USD,,89.41,,4.47,,,93.88,,Little Lantern Cafe,"88 Crescent Road, Pinecross, WA 98104",,RC-2503-5017,2025-03-31,,,,
RCT-0019,RCT-0019-digital_pdf,rct-0019_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0106,,,,,,,,,,USD,,111.58,,8.37,,,119.95,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2505-5018,2025-05-21,,,,
RCT-0020,RCT-0020-digital_pdf,rct-0020_digital.pdf,receipt,embedded_text,,0.9041,High,Review,0.0098,,,,,,,,,,USD,,36.55,,2.74,,,39.29,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2501-5019,2025-01-09,,,,
RCT-0023,RCT-0023-digital_pdf,rct-0023_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0118,,,,,,,,,,USD,,163.49,,13.49,,,176.98,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2508-5022,2025-08-06,,,,
RCT-0024,RCT-0024-digital_pdf,rct-0024_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0103,,,,,,,,,,USD,,102.27,,8.44,,,110.71,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2510-5023,2025-10-16,,,,
RCT-0026,RCT-0026-digital_pdf,rct-0026_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0095,,,,,,,,,,USD,,47.88,,2.39,,,50.27,,Little Lantern Cafe,"88 Crescent Road, Pinecross, WA 98104",,RC-2511-5025,2025-11-16,,,,
RCT-0027,RCT-0027-digital_pdf,rct-0027_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0128,,,,,,,,,,USD,,102.55,,8.46,,,111.01,,Harbor Basket,"203 Tide Street, Seacliff, CA 94016",,RC-2509-5026,2025-09-03,,,,
RCT-0029,RCT-0029-digital_pdf,rct-0029_digital.pdf,receipt,embedded_text,,0.9141,High,Passed,0.0122,,,,,,,,,,USD,,90.85,,4.54,,,95.39,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2508-5028,2025-08-13,,,,
RCT-0001,RCT-0001-image_png,rct-0001_mild_blur.png,receipt,ocr,0.9912399994782515,0.8805,High,Review,0.0091,,,,,,,,,,USD,,36.5,,2.74,,,39.24,,Morning OakMarket,"15OrchardWay,Brookfield,VT05036",,RC-2501-5000,2025-01-05,,,,
RCT-0003,RCT-0003-image_png,rct-0003_slight_rotation.png,receipt,ocr,0.9930569729975988,0.917,High,Review,0.0101,,,,,,,,,,USD,,115.6,,9.54,,,125.14,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2511-5002,2025-11-16,,,,
RCT-0005,RCT-0005-image_png,rct-0005_perspective.png,receipt,ocr,0.9946571933474122,0.9275,High,Passed,0.0089,,,,,,,,,,USD,,174.19,,13.06,,,187.25,,Morning Oak Market,"15 Orchard Way,Brookfield,VT 05036",,RC-2505-5004,2025-05-17,,,,
RCT-0007,RCT-0007-image_png,rct-0007_jpeg_compression.png,receipt,ocr,0.9904566435738692,0.9263,High,Passed,0.0086,,,,,,,,,,USD,,107.98,,5.4,,,113.38,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2507-5006,2025-07-21,,,,
RCT-0008,RCT-0008-image_png,rct-0008_mild_blur.png,receipt,ocr,0.9942331979770038,0.9174,High,Review,0.0089,,,,,,,,,,USD,,55.61,,2.78,,,58.39,,CobaltCornerShop,"39PrismAvenue,Eastmere,IL60607",,RC-2503-5007,2025-03-17,,,,
RCT-0009,RCT-0009-image_png,rct-0009_mild_shadow.png,receipt,ocr,0.9716293235076566,0.873,High,Review,0.0083,,,,,,,,,,USD,,194.73,,,,,209.33,,MorningOak Market,"15 Orchard Way, Brookfield,VT 05036",,RC-2510-5008,2025-10-16,,,,
RCT-0011,RCT-0011-image_png,rct-0011_light_noise.png,receipt,ocr,0.9937792765277164,0.8813,High,Review,0.0085,,,,,,,,,,USD,,50.18,,3.76,,,53.94,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2503-5010,2025-03-31,,,,
RCT-0012,RCT-0012-image_png,rct-0012_perspective.png,receipt,ocr,0.9921131193175238,0.9268,High,Passed,0.0083,,,,,,,,,,USD,,82.2,,4.11,,,86.31,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2505-5011,2025-05-22,,,,
RCT-0013,RCT-0013-image_png,rct-0013_lower_contrast.png,receipt,ocr,0.9915997740886132,0.9166,High,Review,0.0093,,,,,,,,,,USD,,59.28,,0.0,,,59.28,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2509-5012,2025-09-13,,,,
RCT-0015,RCT-0015-image_png,rct-0015_mild_blur.png,receipt,ocr,0.9953574380160568,0.9177,High,Review,0.0091,,,,,,,,,,USD,,53.72,,0.0,,,53.72,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2507-5014,2025-07-09,,,,
RCT-0016,RCT-0016-image_png,rct-0016_mild_shadow.png,receipt,ocr,0.9825549747884808,0.8779,High,Review,0.0094,,,,,,,,,,USD,,160.6,,0.0,,,160.6,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2501-5015,2025-01-30,,,,
RCT-0017,RCT-0017-image_png,rct-0017_slight_rotation.png,receipt,ocr,0.9956678655700316,0.9278,High,Passed,0.0086,,,,,,,,,,USD,,87.22,,0.0,,,87.22,,Morning Oak Market,"15 Orchard Way, Brookfield, VT 05036",,RC-2507-5016,2025-07-03,,,,
RCT-0018,RCT-0018-image_png,rct-0018_light_noise.png,receipt,ocr,0.9950078970752668,0.9276,High,Passed,0.0107,,,,,,,,,,USD,,89.41,,4.47,,,93.88,,Little Lantern Cafe,"88CrescentRoad,Pinecross,WA98104",,RC-2503-5017,2025-03-31,,,,
RCT-0019,RCT-0019-image_png,rct-0019_perspective.png,receipt,ocr,0.99203917776204,0.9267,High,Passed,0.0102,,,,,,,,,,USD,,111.58,,8.37,,,119.95,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2505-5018,2025-05-21,,,,
RCT-0020,RCT-0020-image_png,rct-0020_lower_contrast.png,receipt,ocr,0.9948422849396648,0.8816,High,Review,0.0088,,,,,,,,,,USD,,36.55,,2.74,,,39.29,,Cobalt Corner Shop,"39PrismAvenue,Eastmere,IL60607",,RC-2501-5019,2025-01-09,,,,
RCT-0023,RCT-0023-image_png,rct-0023_mild_shadow.png,receipt,ocr,0.9819548978164893,0.8777,High,Review,0.01,,,,,,,,,,USD,,163.49,,13.49,,,176.98,,HarborBasket,"203 TideStreet,Seaclif,CA94016",,RC-2508-5022,2025-08-06,,,,
RCT-0024,RCT-0024-image_png,rct-0024_slight_rotation.png,receipt,ocr,0.9872449188366749,0.9253,High,Passed,0.0098,,,,,,,,,,USD,,102.27,,8.44,,,110.71,,Cobalt Corner Shop,"39 Prism Avenue,Eastmere,IL 60607",,RC-2510-5023,2025-10-16,,,,
RCT-0026,RCT-0026-image_png,rct-0026_perspective.png,receipt,ocr,0.9740548448837647,0.9197,High,Passed,0.0085,,,,,,,,,,USD,,47.88,,,,,50.27,,Little Lantern Cafe,"88CrescentRoad,Pinecross,WA98104",,RC-2511-5025,2025-11-16,,,,
RCT-0027,RCT-0027-image_png,rct-0027_lower_contrast.png,receipt,ocr,0.9917016852068508,0.9266,High,Passed,0.0104,,,,,,,,,,USD,,102.55,,8.46,,,111.01,,Harbor Basket,"203TideStreet,Seacliff,CA94016",,RC-2509-5026,2025-09-03,,,,
RCT-0029,RCT-0029-image_png,rct-0029_mild_blur.png,receipt,ocr,0.9937380779169148,0.9272,High,Passed,0.0089,,,,,,,,,,USD,,90.85,,4.54,,,95.39,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2508-5028,2025-08-13,,,,
INV-0001,INV-0001-scanned_pdf,inv-0001_lower_contrast.pdf,invoice,ocr,0.9886055280104877,0.929,High,Review,0.0113,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,,,NS-2025-10000,2025-01-24,2025-02-07,USD,,380.76,,31.41,,,412.17,,,,,,,,,,
INV-0003,INV-0003-scanned_pdf,inv-0003_mild_blur.pdf,invoice,ocr,0.9921100299206487,0.94,High,Passed,0.0112,Blue Finch Supplies,"409HarborLane,Fairhaven,ME04032",,,,,NS-2025-10002,2025-07-25,2025-08-24,USD,,727.13,,59.99,,,787.12,,,,,,,,,,
INV-0005,INV-0005-scanned_pdf,inv-0005_slight_rotation.pdf,invoice,ocr,0.9884398925130993,0.9377,High,Passed,0.0105,Maple Circuit Goods,"260GroveAvenue,Westvale,NY10018",,,,,NS-2025-10004,2025-05-08,2025-06-22,USD,,,,12.59,,,264.37,,,,,,,,,,
INV-0006,INV-0006-scanned_pdf,inv-0006_light_noise.pdf,invoice,ocr,0.9882878527148772,0.9426,High,Review,0.0121,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,RyanWebster Date:2025-10-01,"62320BoonePineSuite531,EastKevin Due:2025-11-15",NS-2025-10005,2025-10-01,2025-11-15,USD,,270.68,,13.53,,,284.21,,,,,,,,,,
INV-0007,INV-0007-scanned_pdf,inv-0007_perspective.pdf,invoice,ocr,0.9857373769196353,0.9281,High,Review,0.0098,Juniper Office Works,"72CedarWalk,LumenCity，O80014",,,,,NS-2025-10006,2025-05-05,2025-05-19,USD,,121.22,,10.0,,,131.22,,,,,,,,,,
INV-0009,INV-0009-scanned_pdf,inv-0009_jpeg_compression.pdf,invoice,ocr,0.9917639061129192,0.9299,High,Review,0.0092,Copper&PineStudio,"11QuartzStreet,Bellmere,AZ85004",,,,,NS-2025-10008,2025-04-18,2025-05-02,USD,,249.16,,18.69,,,267.85,,,,,,,,,,
INV-0010,INV-0010-scanned_pdf,inv-0010_mild_blur.pdf,invoice,ocr,0.9863706640141373,0.9283,High,Review,0.0103,MapleCircuitGoods,"260GroveAvenue,Westvale,NY10018",,,,,NS-2025-10009,2025-05-29,2025-06-12,USD,,539.29,,0.0,,,539.29,,,,,,,,,,
INV-0012,INV-0012-scanned_pdf,inv-0012_slight_rotation.pdf,invoice,ocr,0.9880862524917293,0.9376,High,Passed,0.009,Juniper Office Works,"72CedarWalk,LumenCity,CO80014",,,,,NS-2025-10011,2025-06-13,2025-07-28,USD,,,,20.86,,,298.95,,,,,,,,,,
INV-0014,INV-0014-scanned_pdf,inv-0014_perspective.pdf,invoice,ocr,0.9913252774768495,0.9298,High,Review,0.0111,Copper&PineStudio,"11QuartzStreet,Bellmere,AZ85004",,,,,NS-2025-10013,2025-09-26,2025-11-10,USD,,353.77,,17.69,,,371.46,,,,,,,,,,
INV-0016,INV-0016-scanned_pdf,inv-0016_jpeg_compression.pdf,invoice,ocr,0.9863826569972929,0.9283,High,Review,0.0123,Northstar Paper Co.,"18WillowLoop.AlderBay,OR97001",,,,,NS-2025-10015,2025-01-02,2025-01-16,USD,,448.62,,37.01,,,485.63,,,,,,,,,,
INV-0017,INV-0017-scanned_pdf,inv-0017_mild_blur.pdf,invoice,ocr,0.9831680765012785,0.9273,High,Review,0.0096,Juniper OfficeWorks,"72CedarWalk,LumenCity,CO80014",,,,,NS-2025-10016,2025-06-04,2025-07-19,USD,,122.29,,0.0,,,122.29,,,,,,,,,,
INV-0018,INV-0018-scanned_pdf,inv-0018_mild_shadow.pdf,invoice,ocr,0.9799927397055161,0.9401,High,Review,0.0109,BlueFinchSupplies,409 Harbor LaneFairhavenME 04032,,,William Watkins Date:2025-05-23,"8754Toni MountainsSuite030,PortStaceyville Due: 2025-06-22",NS-2025-10017,2025-05-23,2025-06-22,USD,,213.94,,10.7,,,224.64,,,,,,,,,,
INV-0019,INV-0019-scanned_pdf,inv-0019_slight_rotation.pdf,invoice,ocr,0.9899997562818804,0.9381,High,Passed,0.0119,Copper & Pine Studio,"11QuartzStreet,Belmere,AZ85004",,,,,NS-2025-10018,2025-04-04,2025-05-04,USD,,,,38.45,,,504.45,,,,,,,,,,
INV-0020,INV-0020-scanned_pdf,inv-0020_light_noise.pdf,invoice,ocr,0.9904413461489819,0.9432,High,Review,0.0101,Maple Circuit Goods,"260GroveAvenue,Westvale,NY10018",,,RaymondPerry Date:2025-10-31,"13245PatelStravenueSuite333,Davidmouth Due:2025-12-15",NS-2025-10019,2025-10-31,2025-12-15,USD,,219.54,,10.98,,,230.52,,,,,,,,,,
INV-0021,INV-0021-scanned_pdf,inv-0021_perspective.pdf,invoice,ocr,0.9904280845018287,0.9295,High,Review,0.0108,NorthstarPaper Co.,"18WillowLoop,AlderBay,OR97001",,,,,NS-2025-10020,2025-06-24,2025-08-08,USD,,532.83,,26.64,,,559.47,,,,,,,,,,
INV-0022,INV-0022-scanned_pdf,inv-0022_lower_contrast.pdf,invoice,ocr,0.9886593744617806,0.929,High,Review,0.0095,Juniper Office Works,"72CedarWalk,LumenCity,CO80014",,,,,NS-2025-10021,2025-09-01,2025-10-01,USD,,155.21,,12.8,,,168.01,,,,,,,,,,
INV-0023,INV-0023-scanned_pdf,inv-0023_jpeg_compression.pdf,invoice,ocr,0.9906416373268723,0.9396,High,Passed,0.0098,Blue Finch Supplies,"409HarborLane,Fairhaven,ME04032",,,,,NS-2025-10022,2025-01-20,2025-02-03,USD,,606.15,,0.0,,,606.15,,,,,,,,,,
INV-0024,INV-0024-scanned_pdf,inv-0024_mild_blur.pdf,invoice,ocr,0.989109561756853,0.9391,High,Passed,0.0126,Copper&PineStudio,"11QuartzStreet,Bellmere,AZ85004",,,,,NS-2025-10023,2025-11-21,2025-12-21,USD,,216.14,,10.81,,,226.95,,,,,,,,,,
INV-0025,INV-0025-scanned_pdf,inv-0025_mild_shadow.pdf,invoice,ocr,0.9743476518052583,0.9024,High,Review,0.0154,MapleCircuitGoods,260GroveAvenueWestvaleNY10018,,,AlexandraWilliams Date:2025-09-21,"38882VictorSpur,Reginaldland Due:2025-10-05",NS-2025-10024,2025-09-21,2025-10-05,USD,,208.64,,0.0,,,208.64,,,,,,,,,,
