document_id,variant_id,document_type,template,format,quality_condition,field,expected_value,predicted_value,error_category,confidence,validation_warnings
INV-0027,INV-0027-scanned_pdf,invoice,invoice_2,scanned_pdf,light_noise,vendor_address,"72 Cedar Walk, Lumen City, CO 80014","72CedarWalk,LumenCity,CO80014",OCR character error,0.9425,LINE_ITEM_SUM_MISMATCH
INV-0027,INV-0027-scanned_pdf,invoice,invoice_2,scanned_pdf,light_noise,customer_name,Lisa Johnson,Lisa Johnson Date:2025-04-07,OCR character error,0.9425,LINE_ITEM_SUM_MISMATCH
INV-0027,INV-0027-scanned_pdf,invoice,invoice_2,scanned_pdf,light_noise,customer_address,"112 Phillip Terrace, South Carlos","112PhillipTerrace,SouthCarlos Due:2025-04-21",OCR character error,0.9425,LINE_ITEM_SUM_MISMATCH
INV-0031,INV-0031-scanned_pdf,invoice,invoice_1,scanned_pdf,mild_blur,vendor_name,Northstar Paper Co.,NorthstarPaperCo.,OCR character error,0.9297,LINE_ITEM_SUM_MISMATCH
INV-0031,INV-0031-scanned_pdf,invoice,invoice_1,scanned_pdf,mild_blur,vendor_address,"18 Willow Loop, Alder Bay, OR 97001","18WillowLoop,AlderBay,OR97001",OCR character error,0.9297,LINE_ITEM_SUM_MISMATCH
INV-0031,INV-0031-scanned_pdf,invoice,invoice_1,scanned_pdf,mild_blur,customer_name,Emily Serrano,,label not detected,0.9297,LINE_ITEM_SUM_MISMATCH
INV-0031,INV-0031-scanned_pdf,invoice,invoice_1,scanned_pdf,mild_blur,customer_address,"5982 Crystal Port, Bowmanbury",,label not detected,0.9297,LINE_ITEM_SUM_MISMATCH
INV-0037,INV-0037-scanned_pdf,invoice,invoice_2,scanned_pdf,jpeg_compression,vendor_address,"72 Cedar Walk, Lumen City, CO 80014","72CedarWalk,LumenCity,CO80014",OCR character error,0.939,
INV-0037,INV-0037-scanned_pdf,invoice,invoice_2,scanned_pdf,jpeg_compression,customer_name,Gabrielle Gentry,,label not detected,0.939,
INV-0037,INV-0037-scanned_pdf,invoice,invoice_2,scanned_pdf,jpeg_compression,customer_address,"84346 Jackson Road, Sarahaven",,label not detected,0.939,
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,scanned_pdf,mild_blur,vendor_name,Blue Finch Supplies,BlueFinchSupplies,OCR character error,0.9294,LINE_ITEM_SUM_MISMATCH
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,scanned_pdf,mild_blur,vendor_address,"409 Harbor Lane, Fairhaven, ME 04032","409HarborLane,Fairhaven,ME04032",OCR character error,0.9294,LINE_ITEM_SUM_MISMATCH
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,scanned_pdf,mild_blur,customer_name,Philip Arnold,,label not detected,0.9294,LINE_ITEM_SUM_MISMATCH
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,scanned_pdf,mild_blur,customer_address,"4989 Crystal Harbor Apt. 271, Cantumouth",,label not detected,0.9294,LINE_ITEM_SUM_MISMATCH
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,scanned_pdf,mild_blur,line_items,3,2,row grouping,0.9294,LINE_ITEM_SUM_MISMATCH
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,scanned_pdf,slight_rotation,vendor_address,"260 Grove Avenue, Westvale, NY 10018","260GroveAvenue,estvale,NY10018",rotation,0.9371,
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,scanned_pdf,slight_rotation,customer_name,Teresa Jones,,label not detected,0.9371,
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,scanned_pdf,slight_rotation,customer_address,"3885 Michael Rue Apt. 488, West Matthew",,label not detected,0.9371,
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,scanned_pdf,slight_rotation,subtotal,392.61,,label not detected,0.9371,
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,scanned_pdf,slight_rotation,line_items,3,2,row grouping,0.9371,
RCT-0002,RCT-0002-scanned_pdf,receipt,receipt_2,scanned_pdf,perspective,merchant_address,"88 Crescent Road, Pinecross, WA 98104","88CrescentRoad,Pinecross,WA98104",perspective distortion,0.9258,
RCT-0004,RCT-0004-scanned_pdf,receipt,receipt_4,scanned_pdf,jpeg_compression,merchant_name,Cobalt Corner Shop,CobaltCornerShop,OCR character error,0.9254,
RCT-0004,RCT-0004-scanned_pdf,receipt,receipt_4,scanned_pdf,jpeg_compression,merchant_address,"39 Prism Avenue, Eastmere, IL 60607","39PrismAvenue,Eastmere,IL60607",OCR character error,0.9254,
RCT-0006,RCT-0006-scanned_pdf,receipt,receipt_2,scanned_pdf,mild_shadow,subtotal,119.42,,label not detected,0.915,
RCT-0006,RCT-0006-scanned_pdf,receipt,receipt_2,scanned_pdf,mild_shadow,tax_amount,5.97,,label not detected,0.915,
RCT-0010,RCT-0010-scanned_pdf,receipt,receipt_2,scanned_pdf,lower_contrast,merchant_address,"88 Crescent Road, Pinecross, WA 98104","88CrescentRoad,Pinecross,WA98104",OCR character error,0.9238,
RCT-0010,RCT-0010-scanned_pdf,receipt,receipt_2,scanned_pdf,lower_contrast,tax_amount,3.24,,label not detected,0.9238,
RCT-0014,RCT-0014-scanned_pdf,receipt,receipt_2,scanned_pdf,slight_rotation,merchant_address,"88 Crescent Road, Pinecross, WA 98104","88CrescentRoad,Pinecross,WA98104",rotation,0.9159,LINE_ITEM_SUM_MISMATCH
RCT-0014,RCT-0014-scanned_pdf,receipt,receipt_2,scanned_pdf,slight_rotation,line_items,5,1,compact receipt layout,0.9159,LINE_ITEM_SUM_MISMATCH
RCT-0021,RCT-0021-scanned_pdf,receipt,receipt_1,scanned_pdf,slight_rotation,merchant_address,"15 Orchard Way, Brookfield, VT 05036","15OrchardWay,Brookfield,VT05036",rotation,0.9164,LINE_ITEM_SUM_MISMATCH
RCT-0021,RCT-0021-scanned_pdf,receipt,receipt_1,scanned_pdf,slight_rotation,line_items,2,1,compact receipt layout,0.9164,LINE_ITEM_SUM_MISMATCH
RCT-0022,RCT-0022-scanned_pdf,receipt,receipt_2,scanned_pdf,light_noise,merchant_address,"88 Crescent Road, Pinecross, WA 98104","88CrescentRoad,Pinecross,WA98104",OCR character error,0.9271,
RCT-0025,RCT-0025-scanned_pdf,receipt,receipt_1,scanned_pdf,jpeg_compression,merchant_name,Morning Oak Market,Morning OakMarket,OCR character error,0.9165,LINE_ITEM_SUM_MISMATCH
RCT-0025,RCT-0025-scanned_pdf,receipt,receipt_1,scanned_pdf,jpeg_compression,merchant_address,"15 Orchard Way, Brookfield, VT 05036","15OrchardWay,Brookfield,VT05036",OCR character error,0.9165,LINE_ITEM_SUM_MISMATCH
RCT-0025,RCT-0025-scanned_pdf,receipt,receipt_1,scanned_pdf,jpeg_compression,line_items,5,4,compact receipt layout,0.9165,LINE_ITEM_SUM_MISMATCH
RCT-0028,RCT-0028-scanned_pdf,receipt,receipt_4,scanned_pdf,slight_rotation,merchant_name,Cobalt Corner Shop,CobaltCornerShop,rotation,0.9262,
RCT-0028,RCT-0028-scanned_pdf,receipt,receipt_4,scanned_pdf,slight_rotation,merchant_address,"39 Prism Avenue, Eastmere, IL 60607","39PrismAvenue,Eastmere,IL60607",rotation,0.9262,
RCT-0030,RCT-0030-scanned_pdf,receipt,receipt_2,scanned_pdf,perspective,merchant_address,"88 Crescent Road, Pinecross, WA 98104","88CrescentRoad,Pinecross,WA98104",perspective distortion,0.9261,
